3351	-0.00318
3351.5	-0.00316
3352	-0.00306
3352.5	-0.00292
3353	-0.00285
3353.5	-0.00296
3354	-0.00326
3354.5	-0.00359
3355	-0.00377
3355.5	-0.00388
3356	-0.00415
3356.5	-0.00469
3357	-0.00536
3357.5	-0.00594
3358	-0.00631
3358.5	-0.00651
3359	-0.00656
3359.5	-0.00639
3360	-0.006
3360.5	-0.00564
3361	-0.00553
3361.5	-0.00563
3362	-0.0056
3362.5	-0.00523
3363	-0.00459
3363.5	-0.00396
3364	-0.00346
3364.5	-0.00298
3365	-0.00244
3365.5	-0.00189
3366	-0.00146
3366.5	-0.00127
3367	-0.0014
3367.5	-0.00171
3368	-0.00199
3368.5	-0.00204
3369	-0.00182
3369.5	-0.00149
3370	-0.00132
3370.5	-0.00167
3371	-0.00252
3371.5	-0.0034
3372	-0.00378
3372.5	-0.00356
3373	-0.00298
3373.5	-0.00227
3374	-0.00157
3374.5	-0.00108
3375	-0.00105
3375.5	-0.00162
3376	-0.00258
3376.5	-0.00348
3377	-0.00393
3377.5	-0.00389
3378	-0.00352
3378.5	-0.00309
3379	-0.00286
3379.5	-0.00301
3380	-0.0035
3380.5	-0.0041
3381	-0.00458
3381.5	-0.00491
3382	-0.00514
3382.5	-0.00526
3383	-0.0052
3383.5	-0.005
3384	-0.0048
3384.5	-0.00475
3385	-0.0049
3385.5	-0.00523
3386	-0.0057
3386.5	-0.00616
3387	-0.00645
3387.5	-0.00649
3388	-0.00632
3388.5	-0.00604
3389	-0.00563
3389.5	-0.00501
3390	-0.00425
3390.5	-0.00362
3391	-0.00341
3391.5	-0.00369
3392	-0.00435
3392.5	-0.00519
3393	-0.00597
3393.5	-0.00645
3394	-0.00649
3394.5	-0.00612
3395	-0.00552
3395.5	-0.00497
3396	-0.00458
3396.5	-0.00426
3397	-0.00391
3397.5	-0.00369
3398	-0.0038
3398.5	-0.00415
3399	-0.00448
3399.5	-0.00476
3400	-0.0052
3400.5	-0.00592
3401	-0.00665
3401.5	-0.007
3402	-0.00682
3402.5	-0.00623
3403	-0.00545
3403.5	-0.00463
3404	-0.00381
3404.5	-0.00294
3405	-0.00191
3405.5	-7.37743E-4
3406	3.90828E-4
3406.5	0.00124
3407	0.00178
3407.5	0.00208
3408	0.0021
3408.5	0.00168
3409	8.8146E-4
3409.5	8.96442E-6
3410	-6.50185E-4
3410.5	-0.00101
3411	-0.00116
3411.5	-0.00125
3412	-0.00143
3412.5	-0.00171
3413	-0.00197
3413.5	-0.00219
3414	-0.0025
3414.5	-0.00296
3415	-0.00354
3415.5	-0.0043
3416	-0.0053
3416.5	-0.00636
3417	-0.00712
3417.5	-0.00735
3418	-0.0071
3418.5	-0.00662
3419	-0.00618
3419.5	-0.00587
3420	-0.00564
3420.5	-0.00539
3421	-0.00519
3421.5	-0.00525
3422	-0.00558
3422.5	-0.00591
3423	-0.00586
3423.5	-0.00533
3424	-0.00452
3424.5	-0.00374
3425	-0.00321
3425.5	-0.00287
3426	-0.00248
3426.5	-0.00183
3427	-0.00104
3427.5	-3.79849E-4
3428	7.00833E-5
3428.5	4.74414E-4
3429	9.32138E-4
3429.5	0.0014
3430	0.00181
3430.5	0.00217
3431	0.00254
3431.5	0.00301
3432	0.0036
3432.5	0.00419
3433	0.00467
3433.5	0.00495
3434	0.00495
3434.5	0.00452
3435	0.00367
3435.5	0.0027
3436	0.00193
3436.5	0.00154
3437	0.00144
3437.5	0.00147
3438	0.00142
3438.5	0.00112
3439	5.10057E-4
3439.5	-3.42227E-4
3440	-0.00128
3440.5	-0.00211
3441	-0.00263
3441.5	-0.00279
3442	-0.00272
3442.5	-0.00263
3443	-0.00256
3443.5	-0.00254
3444	-0.00261
3444.5	-0.00275
3445	-0.00281
3445.5	-0.00269
3446	-0.00243
3446.5	-0.00221
3447	-0.0021
3447.5	-0.00205
3448	-0.0019
3448.5	-0.00161
3449	-0.00129
3449.5	-0.00106
3450	-9.36846E-4
3450.5	-9.00497E-4
3451	-8.70694E-4
3451.5	-6.87396E-4
3452	-2.10058E-4
3452.5	5.04554E-4
3453	0.00124
3453.5	0.00183
3454	0.00229
3454.5	0.00265
3455	0.00295
3455.5	0.00329
3456	0.00376
3456.5	0.00426
3457	0.00453
3457.5	0.00436
3458	0.00385
3458.5	0.0033
3459	0.00304
3459.5	0.00328
3460	0.00404
3460.5	0.00513
3461	0.00628
3461.5	0.00737
3462	0.00839
3462.5	0.00936
3463	0.0102
3463.5	0.01091
3464	0.0115
3464.5	0.01203
3465	0.01254
3465.5	0.01309
3466	0.01364
3466.5	0.01421
3467	0.01496
3467.5	0.01605
3468	0.01734
3468.5	0.01847
3469	0.01916
3469.5	0.01945
3470	0.01955
3470.5	0.01966
3471	0.01988
3471.5	0.02036
3472	0.02125
3472.5	0.02258
3473	0.02417
3473.5	0.02593
3474	0.02793
3474.5	0.03008
3475	0.03216
3475.5	0.03396
3476	0.0355
3476.5	0.03699
3477	0.0387
3477.5	0.04086
3478	0.0434
3478.5	0.046
3479	0.04844
3479.5	0.05081
3480	0.0533
3480.5	0.05602
3481	0.05892
3481.5	0.06184
3482	0.06466
3482.5	0.06743
3483	0.07033
3483.5	0.07357
3484	0.07725
3484.5	0.08131
3485	0.08557
3485.5	0.08987
3486	0.09424
3486.5	0.09879
3487	0.10357
3487.5	0.1085
3488	0.11358
3488.5	0.11886
3489	0.12438
3489.5	0.13008
3490	0.13594
3490.5	0.14194
3491	0.14804
3491.5	0.15427
3492	0.16071
3492.5	0.16741
3493	0.17436
3493.5	0.18157
3494	0.18908
3494.5	0.19689
3495	0.20475
3495.5	0.21229
3496	0.21936
3496.5	0.22606
3497	0.23253
3497.5	0.23882
3498	0.24495
3498.5	0.25101
3499	0.25696
3499.5	0.2626
3500	0.26774
3500.5	0.27237
3501	0.27654
3501.5	0.28016
3502	0.2831
3502.5	0.28517
3503	0.28616
3503.5	0.28581
3504	0.28394
3504.5	0.28052
3505	0.27548
3505.5	0.2687
3506	0.26018
3506.5	0.25004
3507	0.23835
3507.5	0.22485
3508	0.20917
3508.5	0.19126
3509	0.1715
3509.5	0.15044
3510	0.12848
3510.5	0.10589
3511	0.08301
3511.5	0.06024
3512	0.03779
3512.5	0.01576
3513	-0.0056
3513.5	-0.02592
3514	-0.04486
3514.5	-0.06233
3515	-0.07842
3515.5	-0.09319
3516	-0.10676
3516.5	-0.11921
3517	-0.13053
3517.5	-0.14057
3518	-0.14928
3518.5	-0.15679
3519	-0.16335
3519.5	-0.16915
3520	-0.17427
3520.5	-0.1787
3521	-0.18231
3521.5	-0.18498
3522	-0.18661
3522.5	-0.18737
3523	-0.18761
3523.5	-0.18762
3524	-0.18733
3524.5	-0.18645
3525	-0.18489
3525.5	-0.18288
3526	-0.18082
3526.5	-0.1788
3527	-0.17657
3527.5	-0.17375
3528	-0.17022
3528.5	-0.16612
3529	-0.1617
3529.5	-0.15721
3530	-0.15294
3530.5	-0.14901
3531	-0.14535
3531.5	-0.14179
3532	-0.1383
3532.5	-0.13494
3533	-0.1317
3533.5	-0.12844
3534	-0.12513
3534.5	-0.12189
3535	-0.11886
3535.5	-0.11602
3536	-0.11329
3536.5	-0.11059
3537	-0.10788
3537.5	-0.10504
3538	-0.10204
3538.5	-0.09908
3539	-0.0964
3539.5	-0.09399
3540	-0.09154
3540.5	-0.08883
3541	-0.08597
3541.5	-0.08327
3542	-0.08093
3542.5	-0.07891
3543	-0.07702
3543.5	-0.07511
3544	-0.07315
3544.5	-0.07131
3545	-0.06977
3545.5	-0.06848
3546	-0.06712
3546.5	-0.06537
3547	-0.06316
3547.5	-0.06073
3548	-0.05853
3548.5	-0.05691
3549	-0.05592
3549.5	-0.0554
3550	-0.05505
3550.5	-0.0546
3551	-0.05387
3551.5	-0.05288
3552	-0.05186
3552.5	-0.05107
3553	-0.0506
3553.5	-0.05031
3554	-0.0499
3554.5	-0.04913
3555	-0.04801
3555.5	-0.04671
3556	-0.04531
3556.5	-0.04383
3557	-0.04234
3557.5	-0.04102
3558	-0.03995
3558.5	-0.03905
3559	-0.03822
3559.5	-0.03741
3560	-0.03653
3560.5	-0.03546
3561	-0.03413
3561.5	-0.03268
3562	-0.03141
3562.5	-0.03052
3563	-0.02999
3563.5	-0.02959
3564	-0.02908
3564.5	-0.02835
3565	-0.02746
3565.5	-0.02661
3566	-0.02596
3566.5	-0.02549
3567	-0.02499
3567.5	-0.02424
3568	-0.02322
3568.5	-0.02211
3569	-0.02111
3569.5	-0.0203
3570	-0.01963
3570.5	-0.01904
3571	-0.01861
3571.5	-0.01845
3572	-0.01859
3572.5	-0.01878
3573	-0.01881
3573.5	-0.01869
3574	-0.01865
3574.5	-0.01865
3575	-0.01849
3575.5	-0.01801
3576	-0.01736
3576.5	-0.01676
3577	-0.01626
3577.5	-0.01574
3578	-0.01511
3578.5	-0.01447
3579	-0.01405
3579.5	-0.01395
3580	-0.01406
3580.5	-0.01418
3581	-0.01424
3581.5	-0.01428
3582	-0.01436
3582.5	-0.01452
3583	-0.0148
3583.5	-0.01522
3584	-0.01561
3584.5	-0.0158
3585	-0.01577
3585.5	-0.01567
3586	-0.01563
3586.5	-0.01564
3587	-0.0155
3587.5	-0.01511
3588	-0.0146
3588.5	-0.01419
3589	-0.0139
3589.5	-0.01359
3590	-0.01314
3590.5	-0.01254
3591	-0.0118
3591.5	-0.01091
3592	-0.01003
3592.5	-0.0095
3593	-0.00956
3593.5	-0.01015
3594	-0.01093
3594.5	-0.01148
3595	-0.0115
3595.5	-0.01092
3596	-0.00995
3596.5	-0.00898
3597	-0.00832
3597.5	-0.00798
3598	-0.00768
3598.5	-0.00717
3599	-0.00641
3599.5	-0.00554
3600	-0.00467
3600.5	-0.00389
3601	-0.00336
3601.5	-0.00322
3602	-0.00344
3602.5	-0.00385
3603	-0.00422
3603.5	-0.00442
3604	-0.00446
3604.5	-0.00453
3605	-0.00467
3605.5	-0.00474
3606	-0.00456
3606.5	-0.00421
3607	-0.00389
3607.5	-0.0037
3608	-0.00353
3608.5	-0.00321
3609	-0.00279
3609.5	-0.00252
3610	-0.00261
3610.5	-0.00302
3611	-0.00348
3611.5	-0.0038
3612	-0.00405
3612.5	-0.00452
3613	-0.00538
3613.5	-0.00649
3614	-0.00744
3614.5	-0.00788
3615	-0.00786
3615.5	-0.00773
3616	-0.00777
3616.5	-0.00789
3617	-0.00795
3617.5	-0.00798
3618	-0.00811
3618.5	-0.00823
3619	-0.00808
3619.5	-0.00752
3620	-0.00675
3620.5	-0.00606
3621	-0.00552
3621.5	-0.00507
3622	-0.00462
3622.5	-0.00426
3623	-0.00414
3623.5	-0.00425
3624	-0.00435
3624.5	-0.00413
3625	-0.00349
3625.5	-0.00261
3626	-0.00187
3626.5	-0.00157
3627	-0.00167
3627.5	-0.00177
3628	-0.00161
3628.5	-0.00143
3629	-0.00169
3629.5	-0.00249
3630	-0.00351
3630.5	-0.0044
3631	-0.00503
3631.5	-0.00531
3632	-0.0052
3632.5	-0.00474
3633	-0.00413
3633.5	-0.00358
3634	-0.00326
3634.5	-0.00329
3635	-0.00364
3635.5	-0.00412
3636	-0.00444
3636.5	-0.0045
3637	-0.00427
3637.5	-0.0038
3638	-0.0032
3638.5	-0.0026
3639	-0.00203
3639.5	-0.00133
3640	-3.35686E-4
3640.5	7.43317E-4
3641	0.00146
3641.5	0.00153
3642	0.00112
3642.5	5.99306E-4
3643	2.3103E-4
3643.5	8.20136E-5
3644	6.63436E-5
3644.5	3.0001E-5
3645	-1.7244E-4
3645.5	-6.27365E-4
3646	-0.00133
3646.5	-0.00213
3647	-0.00278
3647.5	-0.00308
3648	-0.003
3648.5	-0.00266
3649	-0.00216
3649.5	-0.00152
3650	-7.72987E-4
3650.5	-3.04951E-5
3651	5.75966E-4
3651.5	9.79147E-4
3652	0.00125
3652.5	0.00155
3653	0.00201
3653.5	0.00256
3654	0.00304
3654.5	0.00329
3655	0.00331
3655.5	0.00328
3656	0.00336
3656.5	0.00354
3657	0.00366
3657.5	0.0036
3658	0.00332
3658.5	0.00292
3659	0.00245
3659.5	0.0019
3660	0.00117
3660.5	2.32115E-4
3661	-8.38131E-4
3661.5	-0.00184
3662	-0.00251
3662.5	-0.00265
3663	-0.00223
3663.5	-0.00146
3664	-6.79793E-4
3664.5	-2.90952E-4
3665	-4.79933E-4
3665.5	-0.00106
3666	-0.00168
3666.5	-0.00212
3667	-0.00235
3667.5	-0.00237
3668	-0.00224
3668.5	-0.00211
3669	-0.00217
3669.5	-0.00248
3670	-0.00284
3670.5	-0.00298
3671	-0.00278
3671.5	-0.00236
3672	-0.00208
3672.5	-0.00209
3673	-0.00223
3673.5	-0.00222
3674	-0.00189
3674.5	-0.00133
3675	-8.30564E-4
3675.5	-6.82107E-4
3676	-9.30246E-4
3676.5	-0.00131
3677	-0.00148
3677.5	-0.00129
3678	-7.97863E-4
3678.5	-2.1816E-4
3679	2.8396E-4
3679.5	6.64217E-4
3680	9.81813E-4
3680.5	0.00131
3681	0.00166
3681.5	0.00199
3682	0.00226
3682.5	0.00247
3683	0.00257
3683.5	0.00242
3684	0.00196
3684.5	0.00127
3685	6.07639E-4
3685.5	2.46868E-4
3686	2.88284E-4
3686.5	5.76327E-4
3687	8.55199E-4
3687.5	0.00102
3688	0.00111
3688.5	0.00112
3689	9.63443E-4
3689.5	7.28367E-4
3690	7.33331E-4
3690.5	0.00125
3691	0.00215
3691.5	0.00304
3692	0.00362
3692.5	0.0039
3693	0.00398
3693.5	0.00391
3694	0.00381
3694.5	0.00387
3695	0.00416
3695.5	0.00443
3696	0.00438
3696.5	0.00399
3697	0.00355
3697.5	0.00334
3698	0.00344
3698.5	0.00377
3699	0.00422
3699.5	0.00468
3700	0.00519
3700.5	0.00576
3701	0.00622
3701.5	0.00624
3702	0.00571
3702.5	0.00488
3703	0.00407
3703.5	0.00341
3704	0.00296
3704.5	0.00287
3705	0.00316
3705.5	0.00361
3706	0.00401
3706.5	0.00432
3707	0.00464
3707.5	0.005
3708	0.00529
3708.5	0.00544
3709	0.00546
3709.5	0.00547
3710	0.0056
3710.5	0.00589
3711	0.00627
3711.5	0.00662
3712	0.00682
3712.5	0.00689
3713	0.00693
3713.5	0.00709
3714	0.00741
3714.5	0.00782
3715	0.00816
3715.5	0.00826
3716	0.00814
3716.5	0.00795
3717	0.00781
3717.5	0.00775
3718	0.00774
3718.5	0.00775
3719	0.00761
3719.5	0.0072
3720	0.00663
3720.5	0.0062
3721	0.00606
3721.5	0.00616
3722	0.00636
3722.5	0.00652
3723	0.00648
3723.5	0.0061
3724	0.00548
3724.5	0.00482
3725	0.00423
3725.5	0.00363
3726	0.00295
3726.5	0.0023
3727	0.00175
3727.5	0.00127
3728	8.58234E-4
3728.5	6.09116E-4
3729	6.12967E-4
3729.5	8.27997E-4
3730	0.00116
3730.5	0.00156
3731	0.002
3731.5	0.00237
3732	0.00249
3732.5	0.00237
3733	0.00234
3733.5	0.00266
3734	0.00326
3734.5	0.00386
3735	0.00434
3735.5	0.00478
3736	0.00516
3736.5	0.0053
3737	0.00507
3737.5	0.00465
3738	0.00443
3738.5	0.00457
3739	0.00478
3739.5	0.00465
3740	0.00413
3740.5	0.00356
3741	0.00336
3741.5	0.00369
3742	0.0044
3742.5	0.00511
3743	0.00542
3743.5	0.00521
3744	0.00472
3744.5	0.00433
3745	0.00418
3745.5	0.0041
3746	0.00386
3746.5	0.00334
3747	0.00265
3747.5	0.00205
3748	0.00184
3748.5	0.00204
3749	0.00243
3749.5	0.00288
3750	0.00338
3750.5	0.00388
3751	0.0042
3751.5	0.0043
3752	0.00431
3752.5	0.00435
3753	0.00439
3753.5	0.00436
3754	0.00428
3754.5	0.00422
3755	0.00424
3755.5	0.00426
3756	0.00417
3756.5	0.00403
3757	0.00414
3757.5	0.00459
3758	0.00516
3758.5	0.00552
3759	0.00558
3759.5	0.00546
